LTX: Downside:0.1738103273709078636517043537M Upside:3.2186972662841714478569017887M RR:18.518446601941747572815533981M
ATA: Downside:0.2733870967741935483870967742M Upside:3.2153225806451612903225806452M RR:11.761061946902654867256637168M
MANA: Downside:0.5657075051913378819341441709M Upside:3.2113616137644615840996736873M RR:5.6767173571054011536444677504M
XCAD: Downside:0.2357091889320542297629429953M Upside:3.2020137952905732181083009593M RR:13.584594685502859064917591658M
WIN: Downside:0.1715575620767494356659142212M Upside:3.1997742663656884875846501129M RR:18.651315789473684210526315789M
EXRD: Downside:0.2548216007714561234329797493M Upside:3.180327868852459016393442623M RR:12.480605487228003784295175024M
POWR: Downside:0.3129330254041570438799076212M Upside:3.1478060046189376443418013857M RR:10.059040590405904059040590406M
IOST: Downside:0.3467583497053045186640471513M Upside:3.1394891944990176817288801572M RR:9.053824362606232294617563739M
STORJ: Downside:0.3003975014196479273140261215M Upside:3.1374219193639977285633162976M RR:10.444234404536862003780718336M
DENT: Downside:0.3318284424379232505643340858M Upside:3.1252821670428893905191873589M RR:9.418367346938775510204081633M
THETA: Downside:0.2935420743639921722113502935M Upside:3.1076320939334637964774951076M RR:10.586666666666666666666666667M
ABBC: Downside:0.3802890248665538341361801849M Upside:3.0997265980992058325738836089M RR:8.150975693255734337555631633M
CQT: Downside:0.5736793327154772937905468026M Upside:3.0806302131603336422613531047M RR:5.3699515347334410339256865913M
XYM: Downside:0.392643284858853721129170231M Upside:3.0718562874251497005988023952M RR:7.8235294117647058823529411765M
NAKA: Downside:0.7010105842253184237278000359M Upside:3.066256054535669437301919512M RR:4.374051010833404418664164463M
ELA: Downside:0.2014588041914937333059379495M Upside:3.0614341483460036983768235052M RR:15.196328403875573686894441611M
ELON: Downside:0.3055642879597610814209368123M Upside:3.0427538509902546369066331342M RR:9.957818930041152263374485597M
REEF: Downside:0.2710159039272963323596234989M Upside:3.0311587147030185004868549172M RR:11.184431137724550898203592814M
MOB: Downside:0.4990942028985507246376811594M Upside:3.0217391304347826086956521739M RR:6.0544464609800362976406533575M
CITY: Downside:0.1342281879194630872483221477M Upside:3.0156599552572706935123042506M RR:22.466666666666666666666666667M
AR: Downside:0.3929273084479371316306483301M Upside:3.0137524557956777996070726916M RR:7.67M
ICP: Downside:0.3814578910120311394196744515M Upside:3.0074309978768577494692144374M RR:7.8840445269016697588126159555M
WRX: Downside:0.2819407008086253369272237197M Upside:3.0053908355795148247978436658M RR:10.659655831739961759082217973M
ALPINE: Downside:0.4037697998077485685627115811M Upside:2.9882141513771053621431855226M RR:7.4007866680467860469930649001M
ETHW: Downside:0.2410657476139978791092258749M Upside:2.976670201484623541887592789M RR:12.347959969207082371054657429M
XYO: Downside:0.5587612061939690301548492258M Upside:2.9576202118989405052974735126M RR:5.2931738623103850641773628938M
IDEX: Downside:0.2317406861713323510839823195M Upside:2.9465375710376762786781730162M RR:12.714804722979109900090826521M
BIFI: Downside:0.999981143055877579411082773M Upside:2.9415719916531416647345235335M RR:2.9416274617578170097976830154M
ALGO: Downside:0.3185767480347538270583367811M Upside:2.9271824575920562681009515929M RR:9.188311688311688311688311688M
CVC: Downside:0.1763506625891946992864424057M Upside:2.9184505606523955147808358818M RR:16.549132947976878612716763006M
DYDX: Downside:0.4102999434069043576683644595M Upside:2.9156762874929258630447085456M RR:7.1062068965517241379310344828M
HBAR: Downside:0.4393241167434715821812596006M Upside:2.9093701996927803379416282642M RR:6.6223776223776223776223776224M
ALPHA: Downside:0.5659488559892328398384925976M Upside:2.9017496635262449528936742934M RR:5.1272294887039239001189060642M
TEL: Downside:0.5389564974122254860819695062M Upside:2.8631482807138801806916639925M RR:5.312392177218668417276072121M
DUSK: Downside:0.413632842757552285050348567M Upside:2.8489542989930286599535243997M RR:6.887640449438202247191011236M
VET: Downside:0.2956286615592609283461018477M Upside:2.8404686795853988283010365029M RR:9.608231707317073170731707317M
SHR: Downside:0.5636494771006130544536602957M Upside:2.8362783988460151460512080779M RR:5.0319897632757517594369801663M
MLK: Downside:0.3342209925644129344630814456M Upside:2.8249697388898495590523949507M RR:8.452400662251655629139072848M
BAT: Downside:0.3327961321514907332796132151M Upside:2.8170829975825946817082997583M RR:8.464891041162227602905569007M
FXS: Downside:0.6051693404634581105169340463M Upside:2.8022380669439492968904733611M RR:4.6305023727704140075274095893M
XEC: Downside:0.3638774307601649970536240424M Upside:2.7819681791396582203889216264M RR:7.6453441295546558704453441296M
XTZ: Downside:0.3333333333333333333333333333M Upside:2.7625698324022346368715083799M RR:8.28770949720670391061452514M
1INCH: Downside:0.2846299810246679316888045541M Upside:2.7552182163187855787476280835M RR:9.68M
WXT: Downside:0.0885650224215246636771300448M Upside:2.7469170403587443946188340807M RR:31.015822784810126582278481013M
IMX: Downside:0.4701803051317614424410540915M Upside:2.7420249653259361997226074896M RR:5.8318584070796460176991150442M
ASD: Downside:0.7786438035853468433359314108M Upside:2.7209664848012470771628994544M RR:3.4944944944944944944944944945M
SOLVE: Downside:0.3210739242368517837440235381M Upside:2.7134976094152261860978300846M RR:8.451317296678121420389461627M
T: Downside:0.7054233320327740928599297698M Upside:2.7007413187670698400312134218M RR:3.8285398230088495575221238938M
CARD: Downside:0.4172288531395952257394914375M Upside:2.6912298910223144784639335755M RR:6.4502487562189054726368159204M
DOT: Downside:0.3187092672071212843745032586M Upside:2.6893975520584962645048481958M RR:8.438403990024937655860349127M
VEED: Downside:0.4126984126984126984126984127M Upside:2.671957671957671957671957672M RR:6.4743589743589743589743589744M
MKR: Downside:0.2406015037593984962406015038M Upside:2.6691729323308270676691729323M RR:11.09375M
XNO: Downside:0.2749360613810741687979539642M Upside:2.6675191815856777493606138107M RR:9.702325581395348837209302326M
ALBT: Downside:0.6459925533999608073682147756M Upside:2.6573584166176758769351361944M RR:4.1136053389959047474594266646M
DAG: Downside:0.4148400602044876563500164351M Upside:2.6471982423057626766776810892M RR:6.3812502606447308061220234372M
DGB: Downside:0.3827160493827160493827160494M Upside:2.6429249762583095916429249763M RR:6.9057071960297766749379652605M
PRQ: Downside:0.3949072841806405820246650696M Upside:2.6367669239641557980658326679M RR:6.6769265333632891485059537183M
NEO: Downside:0.2227912932138284250960307298M Upside:2.6312419974391805377720870679M RR:11.810344827586206896551724138M
BOA: Downside:0.2056050955414012738853503185M Upside:2.6089171974522292993630573248M RR:12.688971499380421313506815366M
RAD: Downside:0.2260820045558086560364464692M Upside:2.6002277904328018223234624146M RR:11.501259445843828715365239295M
CKB: Downside:0.443850267379679144385026738M Upside:2.5962566844919786096256684492M RR:5.8493975903614457831325301205M
FIO: Downside:0.1737804878048780487804878049M Upside:2.5914634146341463414634146341M RR:14.912280701754385964912280702M
OXT: Downside:0.2363013698630136986301369863M Upside:2.5764840182648401826484018265M RR:10.903381642512077294685990338M
RNDR: Downside:0.621936989498249708284714119M Upside:2.571761960326721120186697783M RR:4.1350844277673545966228893058M
REP: Downside:0.0479166666666666666666666667M Upside:2.5708333333333333333333333333M RR:53.652173913043478260869565217M
SUSHI: Downside:0.2726556343577620173364854216M Upside:2.5539795114263199369582348306M RR:9.36705202312138728323699422M
DREP: Downside:0.3108547766932860100561963916M Upside:2.5462880804495711328009464655M RR:8.191246431969552806850618459M
QTUM: Downside:0.2682634730538922155688622754M Upside:2.5445109780439121756487025948M RR:9.485119047619047619047619048M
IOTX: Downside:0.3514344262295081967213114754M Upside:2.5385928961748633879781420765M RR:7.2235179786200194363459669582M
DERC: Downside:0.4585040983606557377049180328M Upside:2.5348360655737704918032786885M RR:5.5284916201117318435754189944M
TIME: Downside:0.712579505300353356890459364M Upside:2.5335689045936395759717314488M RR:3.5554894376673609044927105028M
HOT: Downside:0.2976488244122061030515257629M Upside:2.5162581290645322661330665333M RR:8.453781512605042016806722689M
COS: Downside:0.2989323843416370106761565836M Upside:2.498220640569395017793594306M RR:8.357142857142857142857142857M
TONE: Downside:0.4766839378238341968911917098M Upside:2.4974093264248704663212435233M RR:5.239130434782608695652173913M
ANKR: Downside:0.4626385412942438326778691455M Upside:2.4898105112620664998212370397M RR:5.381761978361669242658423493M
CTSI: Downside:0.3384083044982698961937716263M Upside:2.4657439446366782006920415225M RR:7.2862985685071574642126789366M
WOO: Downside:0.4335106382978723404255319149M Upside:2.4638297872340425531914893617M RR:5.6834355828220858895705521472M
COMP: Downside:0.4213381555153707052441229656M Upside:2.4498693992364878440827807916M RR:5.814496900333810205054840248M
ERG: Downside:0.3305337471851987097559491206M Upside:2.438013511046193171444221289M RR:7.3759896888234211010863561038M
PROM: Downside:0.5146135527170383199826802338M Upside:2.4379735873565706862957350076M RR:4.7374842238115271350441733277M
JST: Downside:0.2205414012738853503184713376M Upside:2.4355095541401273885350318471M RR:11.043321299638989169675090253M
SANTOS: Downside:0.7465166130760986066452304394M Upside:2.4201500535905680600214362272M RR:3.2419239052404881550610193826M
ONT: Downside:0.2562562562562562562562562563M Upside:2.4054054054054054054054054054M RR:9.38671875M
MXC: Downside:0.3465425531914893617021276596M Upside:2.3981382978723404255319148936M RR:6.9201841903300076745970836531M
PERL: Downside:0.3175941540191118605958403598M Upside:2.3962900505902192242833052277M RR:7.545132743362831858407079646M
MDX: Downside:0.365364308342133051742344245M Upside:2.3896515311510031678986272439M RR:6.5404624277456647398843930636M
BEL: Downside:0.546816479400749063670411985M Upside:2.3820224719101123595505617978M RR:4.3561643835616438356164383562M
YFI: Downside:0.4154262426509887760555852485M Upside:2.36939070016034206306787814M RR:5.7035171515414676508901432914M
MTL: Downside:0.3648208469055374592833876221M Upside:2.3669923995656894679695982628M RR:6.4880952380952380952380952381M
ADA: Downside:0.3222222222222222222222222222M Upside:2.3666666666666666666666666667M RR:7.344827586206896551724137931M
SWASH: Downside:0.4208469055374592833876221498M Upside:2.3407166123778501628664495114M RR:5.5619195046439628482972136223M
AION: Downside:0.3485431555799890049477735019M Upside:2.3397471137987905442550852117M RR:6.7129337539432176656151419558M
CFG: Downside:0.4719969100038624951718810351M Upside:2.3306295867130166087292390885M RR:4.9378068739770867430441898527M
INJ: Downside:0.388568432092291557420031463M Upside:2.3287886733088620870477189303M RR:5.9932523616734143049932523617M
OM: Downside:0.1783625730994152046783625731M Upside:2.3216374269005847953216374269M RR:13.016393442622950819672131148M
PEEL: Downside:0.279437609841827768014059754M Upside:2.3040421792618629173989455185M RR:8.245283018867924528301886792M
FORT: Downside:0.1442715700141442715700141443M Upside:2.2927864214992927864214992928M RR:15.892156862745098039215686275M
DATA: Downside:0.319457292630280604378661733M Upside:2.2836879432624113475177304965M RR:7.1486486486486486486486486486M
ACM: Downside:0.1988472622478386167146974063M Upside:2.2662103746397694524495677233M RR:11.396739130434782608695652174M
SNX: Downside:0.3960270498732037193575655114M Upside:2.2599323753169907016060862215M RR:5.7065101387406616862326574173M
TKO: Downside:0.407382323061293599729089062M Upside:2.2407720961733830003386386725M RR:5.5004156275976724854530340815M
ERN: Downside:0.3538461538461538461538461538M Upside:2.2379487179487179487179487179M RR:6.3246376811594202898550724638M
COTI: Downside:0.4637681159420289855072463768M Upside:2.2360248447204968944099378882M RR:4.8214285714285714285714285714M
STC: Downside:0.2286381842456608811748998665M Upside:2.2336448598130841121495327103M RR:9.769343065693430656934306569M
HIVE: Downside:0.339031339031339031339031339M Upside:2.2173012173012173012173012173M RR:6.5401069518716577540106951872M
UNFI: Downside:0.7010221465076660988074957411M Upside:2.2156729131175468483816013629M RR:3.1606318347509113001215066829M
CULT: Downside:0.3741081852380334673757945259M Upside:2.1998962251913348034764560903M RR:5.880374479889042995839112344M
HAI: Downside:0.5925196850393700787401574803M Upside:2.1984251968503937007874015748M RR:3.7102990033222591362126245847M
XEM: Downside:0.2675324675324675324675324675M Upside:2.1974025974025974025974025974M RR:8.21359223300970873786407767M
GOVI: Downside:0.6053696995525250372895802259M Upside:2.1962497336458555295120392073M RR:3.6279479056670186554030271031M
FARM: Downside:0.2777777777777777777777777778M Upside:2.1777777777777777777777777778M RR:7.84M
BTT: Downside:0.1663046429541134944338854195M Upside:2.1740428998099375509095845778M RR:13.072653061224489795918367347M
ARDR: Downside:0.2598152424942263279445727483M Upside:2.1709006928406466512702078522M RR:8.355555555555555555555555556M
FIRO: Downside:0.3685540950455005055611729019M Upside:2.1703741152679474216380182002M RR:5.8888888888888888888888888889M
SYLO: Downside:0.1800904977375565610859728507M Upside:2.1674208144796380090497737557M RR:12.035175879396984924623115578M
DIA: Downside:0.2569060773480662983425414365M Upside:2.160220994475138121546961326M RR:8.408602150537634408602150538M
CAS: Downside:0.4241545893719806763285024155M Upside:2.1497584541062801932367149758M RR:5.0683371298405466970387243736M
MAP: Downside:0.2841843357853742968411942882M Upside:2.1484205971440934660320207702M RR:7.559954320517700799390940236M
ONG: Downside:0.2633773453787352328005559416M Upside:2.1407227241139680333564975678M RR:8.127968337730870712401055409M
BLZ: Downside:0.3056338028169014084507042254M Upside:2.1323943661971830985915492958M RR:6.9769585253456221198156682028M
AERGO: Downside:0.3487608474708779610663747948M Upside:2.1271988116644515675084043468M RR:6.0993050885451692445639991033M
WAN: Downside:0.3465686274509803921568627451M Upside:2.1117647058823529411764705882M RR:6.0933521923620933521923620934M
STPT: Downside:0.3435615001311303435615001311M Upside:2.1117230527143981117230527144M RR:6.146564885496183206106870229M
NKN: Downside:0.3113113113113113113113113113M Upside:2.0960960960960960960960960961M RR:6.7331189710610932475884244373M
CIRUS: Downside:0.5033972649866689601788939537M Upside:2.0953814397523006794529973338M RR:4.1624807790876473603280369042M
PEOPLE: Downside:0.461009174311926605504587156M Upside:2.0886850152905198776758409786M RR:4.5306799336650082918739635158M
STEEM: Downside:0.267866323907455012853470437M Upside:2.0786632390745501285347043702M RR:7.7600767754318618042226487524M
NIM: Downside:0.3706145336061226036220353111M Upside:2.0498598166249905281503371978M RR:5.5309752606828869351870783071M
LUNC: Downside:0.2501306696091526801788721761M Upside:2.0065625181485568267611359545M RR:8.022057116322266078476898073M
FLUX: Downside:0.3679245283018867924528301887M Upside:2.0047169811320754716981132075M RR:5.4487179487179487179487179487M
AAVE: Downside:0.3909313725490196078431372549M Upside:1.9963235294117647058823529412M RR:5.1065830721003134796238244514M
LSS: Downside:0.5988232147633056967103503611M Upside:1.996217476024911167997554732M RR:3.3335672813118101193134690232M
HARD: Downside:0.254752851711026615969581749M Upside:1.9755567626290059750135795763M RR:7.754797441364605543710021322M
LSK: Downside:0.2633297062023939064200217628M Upside:1.9619151251360174102285092492M RR:7.4504132231404958677685950413M
BAL: Downside:0.4215600350569675723049956179M Upside:1.9579316389132340052585451358M RR:4.6444906444906444906444906445M
BCH: Downside:0.313317936874518860662047729M Upside:1.9561200923787528868360277136M RR:6.2432432432432432432432432432M
DERO: Downside:0.5420625834575068601326589934M Upside:1.9484185484495008918668489422M RR:3.5944531275736734029041101907M
FLM: Downside:0.2865979381443298969072164948M Upside:1.9340206185567010309278350515M RR:6.748201438848920863309352518M
ORAI: Downside:0.7560843699296917252568956193M Upside:1.9340183883180097349918875068M RR:2.5579399141630901287553648069M
XVS: Downside:0.3296296296296296296296296296M Upside:1.9314814814814814814814814815M RR:5.8595505617977528089887640449M
BAND: Downside:0.4491114701130856219709208401M Upside:1.9095315024232633279483037157M RR:4.251798561151079136690647482M
CRV: Downside:0.5068897637795275590551181102M Upside:1.9035433070866141732283464567M RR:3.7553398058252427184466019417M
AVA: Downside:0.2340764331210191082802547771M Upside:1.8980891719745222929936305732M RR:8.108843537414965986394557823M
NEXO: Downside:0.3053152039555006180469715698M Upside:1.8936959208899876390605686032M RR:6.2024291497975708502024291498M
UTK: Downside:0.2830739299610894941634241245M Upside:1.8910505836575875486381322957M RR:6.6804123711340206185567010309M
STRAX: Downside:0.2358870967741935483870967742M Upside:1.8850806451612903225806451613M RR:7.991452991452991452991452991M
BTS: Downside:0.3193116634799235181644359465M Upside:1.879541108986615678776290631M RR:5.8862275449101796407185628743M
SUN: Downside:0.1675213675213675213675213675M Upside:1.8666666666666666666666666667M RR:11.142857142857142857142857143M
FRONT: Downside:0.2544786403307303628847037207M Upside:1.8649517684887459807073954984M RR:7.328519855595667870036101083M
DCR: Downside:0.2194092827004219409282700422M Upside:1.8607594936708860759493670886M RR:8.480769230769230769230769231M
DEXE: Downside:0.2497082847141190198366394399M Upside:1.8549202644885258654220147802M RR:7.4283489096573208722741433022M
KCS: Downside:0.2830067044868488911810211449M Upside:1.8363847343991748323878287777M RR:6.4888382687927107061503416856M
DOCK: Downside:0.3208355650776647027316550616M Upside:1.8216389930369576861274772362M RR:5.6777963272120200333889816361M
FOR: Downside:0.3324439701173959445037353255M Upside:1.8169690501600853788687299893M RR:5.4654895666131621187800963082M
MLN: Downside:0.1841872791519434628975265018M Upside:1.8136042402826855123674911661M RR:9.846522781774580335731414868M
TRB: Downside:0.4903786468032278088144009932M Upside:1.8094351334574798261949099938M RR:3.6898734177215189873417721519M
EOS: Downside:0.2159847764034253092293054234M Upside:1.7935299714557564224548049477M RR:8.303964757709251101321585903M
LTO: Downside:0.3608040201005025125628140704M Upside:1.7929648241206030150753768844M RR:4.9693593314763231197771587744M
RIF: Downside:0.4117647058823529411764705882M Upside:1.7679738562091503267973856209M RR:4.2936507936507936507936507937M
YFII: Downside:0.7225270418560902962846841198M Upside:1.7604640225740711710299419972M RR:2.4365372098068995443697114342M
PSG: Downside:0.3254716981132075471698113208M Upside:1.7295597484276729559748427673M RR:5.314009661835748792270531401M
VITE: Downside:0.2176842105263157894736842105M Upside:1.72M RR:7.9013539651837524177949709865M
HEGIC: Downside:0.8284236916327170166092134127M Upside:1.6754935756816045126919460984M RR:2.0225080385852090032154340836M
CVP: Downside:0.3788652863673030384511965582M Upside:1.6754503898897553105673568163M RR:4.422285308729595457771469127M
TRIBE: Downside:0.407166123778501628664495114M Upside:1.6669381107491856677524429967M RR:4.094M
DASH: Downside:0.3580567772890843662534986006M Upside:1.662934826069572171131547381M RR:4.6443327749860413176996091569M
LINK: Downside:0.1960352422907488986784140969M Upside:1.6534508076358296622613803231M RR:8.434456928838951310861423221M
ATOM: Downside:0.5267425541868080461562451271M Upside:1.6532044285046000311866521129M RR:3.1385435168738898756660746004M
ETN: Downside:0.2912563413906296627872276932M Upside:1.6484631453297523127424649358M RR:5.6598360655737704918032786885M
LON: Downside:0.3508005822416302765647743814M Upside:1.6362607148633349506711952127M RR:4.6643614568925772245274319963M
ARPA: Downside:0.2887608069164265129682997118M Upside:1.6242074927953890489913544669M RR:5.6247504990019960079840319361M
WTC: Downside:0.4365079365079365079365079365M Upside:1.6168430335097001763668430335M RR:3.704040404040404040404040404M
REQ: Downside:0.3013059701492537313432835821M Upside:1.5895522388059701492537313433M RR:5.2755417956656346749226006192M
XLM: Downside:0.2280130293159609120521172638M Upside:1.5743756786102062975027144408M RR:6.9047619047619047619047619048M
RAMP: Downside:0.4552683896620278330019880716M Upside:1.560636182902584493041749503M RR:3.4279475982532751091703056769M
RVN: Downside:0.3587946741415557112824106517M Upside:1.5606166783461807988787666433M RR:4.349609375M
GAS: Downside:0.3044641431081296917425331417M Upside:1.5555023159239738061012617793M RR:5.1089836065573770491803278689M
ATM: Downside:0.3271028037383177570093457944M Upside:1.5545171339563862928348909657M RR:4.7523809523809523809523809524M
AOG: Downside:0.615619546247818499127399651M Upside:1.5523560209424083769633507853M RR:2.5216158752657689581856839121M
KEY: Downside:0.3559947299077733860342555995M Upside:1.5501976284584980237154150198M RR:4.3545521835677276091783863805M
PORTO: Downside:0.6428450922832945304855417215M Upside:1.5467152545804231197489624456M RR:2.4060466092798656309048918749M
GLM: Downside:0.3225943196269605765154726579M Upside:1.543450614667231877914370496M RR:4.7844940867279894875164257556M
SFP: Downside:0.3537693006357856494096276113M Upside:1.5372388737511353315168029064M RR:4.3453145057766367137355584082M
PUNDIX: Downside:0.2755344418052256532066508314M Upside:1.5344418052256532066508313539M RR:5.5689655172413793103448275862M
COCOS: Downside:0.2714975845410628019323671498M Upside:1.5288244766505636070853462158M RR:5.6310794780545670225385527877M
CAKE: Downside:0.3211195928753180661577608142M Upside:1.524173027989821882951653944M RR:4.7464342313787638668779714739M
OG: Downside:0.5854974704890387858347386172M Upside:1.5021922428330522765598650927M RR:2.5656682027649769585253456221M
ALPACA: Downside:0.3083636363636363636363636364M Upside:1.4792727272727272727272727273M RR:4.7971698113207547169811320755M
LAZIO: Downside:0.699797968300941866089975244M Upside:1.4437868138747403465839569758M RR:2.0631480502582035538567885171M
NULS: Downside:0.4095925297113752122241086587M Upside:1.431239388794567062818336163M RR:3.4943005181347150259067357513M
ELF: Downside:0.4105668684645019262520638415M Upside:1.4254265272427077600440286186M RR:3.471849865951742627345844504M
KMD: Downside:0.3458413926499032882011605416M Upside:1.4162475822050290135396518375M RR:4.0950782997762863534675615213M
MDT: Downside:0.2731744230041619371925841846M Upside:1.3931138857359061672342035566M RR:5.0997229916897506925207756233M
XCH: Downside:0.4333377192982456140350877193M Upside:1.3903508771929824561403508772M RR:3.2084695499033410593010192205M
SHIB: Downside:0.3292788879235447437011294526M Upside:1.3848827106863596872284969592M RR:4.2058047493403693931398416887M
BAR: Downside:0.3658536585365853658536585366M Upside:1.3780487804878048780487804878M RR:3.7666666666666666666666666667M
BTG: Downside:0.2048M Upside:1.3648M RR:6.6640625M
XDC: Downside:0.3171730966200068282690337999M Upside:1.3557528166609764424718333902M RR:4.2744886975242195909580193757M
ETC: Downside:0.3591186122831692451945616503M Upside:1.3281762775433661509610876699M RR:3.6984334203655352480417754569M
FORTH: Downside:0.3333333333333333333333333333M Upside:1.3159420289855072463768115942M RR:3.9478260869565217391304347826M
JUV: Downside:0.2684563758389261744966442953M Upside:1.3020134228187919463087248322M RR:4.85M
MTRG: Downside:0.6438989683386695126289576663M Upside:1.2881536819637139807897545358M RR:2.0005524861878453038674033149M
ADX: Downside:0.4593933463796477495107632094M Upside:1.2773972602739726027397260274M RR:2.7806176783812566560170394036M
MFT: Downside:0.3569744597249508840864440079M Upside:1.2772102161100196463654223969M RR:3.5778756191524490919097413319M
HFT: Downside:0.6688010598366085228527268713M Upside:1.2748951203356149260322366968M RR:1.9062396830637173984813469792M
ETH: Downside:0.3607790489282296036023304663M Upside:1.2623123518567289965762444035M RR:3.4988515979702661800053414048M
CHZ: Downside:0.3629032258064516129032258065M Upside:1.2118768328445747800586510264M RR:3.3393939393939393939393939394M
WNXM: Downside:0.5172832019405700424499696786M Upside:1.2049727107337780473013947847M RR:2.3294255568581477139507620164M
AMPL: Downside:0.2851187163304524977159839121M Upside:1.1855881210160983754607411763M RR:4.1582262163456226290007734522M
ROUTE: Downside:0.6613545816733067729083665339M Upside:1.1854980079681274900398406375M RR:1.792530120481927710843373494M
POLY: Downside:0.3634285714285714285714285714M Upside:1.179047619047619047619047619M RR:3.2442348008385744234800838574M
DEGO: Downside:0.5502645502645502645502645503M Upside:1.1428571428571428571428571429M RR:2.0769230769230769230769230769M
DYP: Downside:0.7888675623800383877159309021M Upside:1.1305182341650671785028790787M RR:1.4330900243309002433090024331M
PHA: Downside:0.5191186001296176279974076474M Upside:1.1231367465975372650680492547M RR:2.1635455680399500624219725343M
XRP: Downside:0.2496948987063705150109836466M Upside:1.1088601415670002440810349036M RR:4.4408602150537634408602150538M
DF: Downside:0.5066079295154185022026431718M Upside:1.0881057268722466960352422907M RR:2.1478260869565217391304347826M
BTC: Downside:0.3059367899957515192936439034M Upside:1.086188303571978323072768646M RR:3.5503683737646001796945193172M
GHST: Downside:0.0374753451676528599605522682M Upside:1.0759368836291913214990138067M RR:28.710526315789473684210526316M
ANT: Downside:0.5740997229916897506925207756M Upside:1.0689058171745152354570637119M RR:1.861881785283474065138721351M
LEVER: Downside:0.6154801324503311258278145695M Upside:1.0666390728476821192052980132M RR:1.7330195023537323470073974445M
BDX: Downside:0.2137592137592137592137592138M Upside:1.0638820638820638820638820639M RR:4.9770114942528735632183908046M
ADS: Downside:0.5222513089005235602094240838M Upside:1.0549738219895287958115183246M RR:2.0200501253132832080200501253M
MASK: Downside:0.6581512605042016806722689076M Upside:1.0463865546218487394957983193M RR:1.5898876404494382022471910112M
DOGE: Downside:0.3786419172932330827067669173M Upside:1.0289003759398496240601503759M RR:2.7173440893577412348743406764M
EWT: Downside:0.3808823529411764705882352941M Upside:1.0147058823529411764705882353M RR:2.6640926640926640926640926641M
NEBL: Downside:0.3742875237492083597213426219M Upside:0.9917669411019632678910702977M RR:2.6497461928934010152284263959M
HT: Downside:0.257699782109416406572051116M Upside:0.9590522741102801169935025421M RR:3.721587446678854357099329677M
NMR: Downside:0.5357995226730310262529832936M Upside:0.9534606205250596658711217184M RR:1.7795100222717149220489977728M
BNX: Downside:0.71991001124859392575928009M Upside:0.9268841394825646794150731159M RR:1.2875M
CTK: Downside:0.169787765293383270911360799M Upside:0.9263420724094881398252184769M RR:5.4558823529411764705882352941M
OCEAN: Downside:0.6597439544807965860597439545M Upside:0.9024182076813655761024182077M RR:1.3678309616213885295385942216M
FIS: Downside:0.4968609865470852017937219731M Upside:0.8979820627802690582959641256M RR:1.8073104693140794223826714801M
FET: Downside:0.7975573649148778682457438934M Upside:0.8682457438934122871946706144M RR:1.0886310904872389791183294664M
UNI: Downside:0.4289737171464330413016270338M Upside:0.8570087609511889862327909887M RR:1.9978118161925601750547045952M
ASR: Downside:0.5571128241065171688857743518M Upside:0.8556412053258584442887175893M RR:1.5358490566037735849056603774M
ENS: Downside:0.4300922640170333569907735983M Upside:0.8474095102909865152590489709M RR:1.9702970297029702970297029703M
GRIN: Downside:0.7607448261068645609461304601M Upside:0.8397897854541104451383761174M RR:1.1039046952862774442980387053M
PLU: Downside:0.3809775150427530877230022168M Upside:0.7945740525704634223582814314M RR:2.0856192851205320033250207814M
OSMO: Downside:0.2648008611410118406889128095M Upside:0.775026910656620021528525296M RR:2.9268292682926829268292682927M
AUTO: Downside:0.5790190735694822888283378747M Upside:0.7585149863760217983651226158M RR:1.31M
TWT: Downside:0.6239611727943620769895618642M Upside:0.7562662057044079515989628349M RR:1.2120404901438465636654235482M
POLYX: Downside:0.4300791556728232189973614776M Upside:0.7551451187335092348284960422M RR:1.7558282208588957055214723926M
MATIC: Downside:0.6428940035091340695634224378M Upside:0.7494065435029414800288987512M RR:1.165676673623374538449189276M
STG: Downside:0.4321404456448345712356515868M Upside:0.7358203916272788656313301823M RR:1.702734375M
LIT: Downside:0.5942408376963350785340314136M Upside:0.719022687609075043630017452M RR:1.2099853157121879588839941263M
FUN: Downside:0.1489361702127659574468085106M Upside:0.6865248226950354609929078014M RR:4.6095238095238095238095238095M
HAPI: Downside:0.6640572672471533824514400536M Upside:0.6744809109176155391828533155M RR:1.0156969047468952909285759314M
CTXC: Downside:0.6876651982378854625550660793M Upside:0.6744493392070484581497797357M RR:0.9807815502882767456758488149M
FSN: Downside:0.4219948849104859335038363171M Upside:0.6624040920716112531969309463M RR:1.5696969696969696969696969697M
BFC: Downside:0.5580110497237569060773480663M Upside:0.6574585635359116022099447514M RR:1.1782178217821782178217821782M
XMR: Downside:0.3837072018890200708382526564M Upside:0.6440377804014167650531286895M RR:1.6784615384615384615384615385M
EFI: Downside:0.2695299289820764288129861346M Upside:0.6097396009469056476158268515M RR:2.2622333751568381430363864492M
KAT: Downside:0.8646691766936099628761749296M Upside:0.5797372370395724177878412891M RR:0.6704728845041259401358058524M
TT: Downside:0.2914536157779401022644265888M Upside:0.5704894083272461650840029218M RR:1.9573934837092731829573934837M
CSPR: Downside:0.5525336387059833953621528772M Upside:0.5602633839106784998568565703M RR:1.0139896373056994818652849741M
TON: Downside:0.7814207650273224043715846995M Upside:0.5562841530054644808743169399M RR:0.7118881118881118881118881119M
RLC: Downside:0.6280193236714975845410628019M Upside:0.5416666666666666666666666667M RR:0.8625M
